facility_name,facility_id,npi,city_town,state,zip_code,year,asc_1_rate,asc_1_footnote,asc_2_rate,asc_2_footnote,asc_3_rate,asc_3_footnote,asc_4_rate,asc_4_footnote,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_19_total_cases,asc_19_performance_category,asc_19_rshv_rate,asc_19_interval_lower_limit,asc_19_interval_upper_limit,asc_19_footnote
NAZARETH PHYSICIAN SERVICES DBA NAZARETH HEALTH ENDOSCOPY CENTER,39C0001223,1275168718,PHILADELPHIA,PA,19111,2024,0.000,,0.000,,0.000,,0.085,,70.91,,,5,821,No Different Than the National Rate,9.3,6.8,12.7,,,5,,5,,,,,,5,,,,,,5,,,,,,5
KENOSHA DIGESTIVE HEALTH CENTER,52C0001127,1275178444,KENOSHA,WI,53142,2024,0.000,,0.000,,0.000,,0.085,,91.07,,,5,280,No Different Than the National Rate,10.1,7.3,14.1,,,5,,5,,,,,,5,,,,,,5,,,,,,5
UROLOGY ASC PHOENIX DBA UROLOGIC SURGERY CENTER OF ARIZONA,03C0001434,1275198673,PHOENIX,AZ,85014,2024,,5,,5,,5,0.031,,,5,,5,,,,,,5,,5,,5,,,,,,5,435,No Different Than the National Rate,4.4,3.1,6,,,Number of Cases Too Small,,,,1
RAC SURGERY CENTER LLC,34C0001217,1275199978,RALEIGH,NC,27610,2024,,5,0.076,,,5,0.612,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
RINCON ASC LLC,03C0001474,1275206880,TUCSON,AZ,85747,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,60,No Different Than the National Rate,2.4,1.5,3.9,,,Number of Cases Too Small,,,,1,28,No Different than expected,0.9,0.5,1.7,
ADVANCED JOINT AND SPINE INSTITUTE ORLANDO LLC,10C0001747,1275231466,ORLANDO,FL,32822,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,67,No Different Than the National Rate,2.7,1.7,4.1,,,,,,,5,,,,,,5
CARDIOVASCULAR ASSOCIATES SURGERY AND ELECTROPHYSIOLOGY LLC,03C0001480,1275256562,MESA,AZ,85206,2024,0.000,,0.202,,0.000,,0.405,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
MASS GENERAL BRIGHAM AMSURG INC,30C0001050,1275281370,SALEM,NH,03079,2024,0.000,,0.029,,0.029,,0.116,,100.00,,,5,243,No Different Than the National Rate,9.8,7,13.9,,97.17,,0.562,,151,No Different Than the National Rate,2.2,1.4,3.5,,,,,,,5,,Number of Cases Too Small,,,,1
SCOTTSDALE ENDOSCOPY ASC LLC DBA SCOTTSDALE ENDOSCOPY CENTER,03C0001249,1275292229,SCOTTSDALE,AZ,85258,2024,,5,0.020,,,5,0.119,,48.14,,,5,1255,No Different Than the National Rate,9.8,7.4,13.1,,,5,,5,,,,,,5,,,,,,5,,,,,,5
NORTHWEST KANSAS SURGERY CENTER,17C0001049,1275501512,HAYS,KS,67601,2024,,5,,5,,5,,5,,5,,5,,Number of Cases Too Small,,,,1,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
JERVEY EYE CENTER LLC,42C0001027,1275503906,GREENVILLE,SC,29605,2024,0.000,,0.000,,0.000,,0.020,,,5,,5,,,,,,5,100.00,,0.137,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ENDOSCOPY CENTER OF NORTHWEST CONNECTICUT,07C0001032,1275507527,TORRINGTON,CT,06790,2024,0.000,,0.000,,0.000,,0.000,,97.90,,,5,1070,No Different Than the National Rate,10.4,7.8,13.9,,,5,,5,,,,,,5,,,,,,5,,,,,,5
NEOSPINE PUYALLUP SPINE CENTER LLC,50C0001213,1275510141,PUYALLUP,WA,98372,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,43,No Different Than the National Rate,2.3,1.5,3.7,,,,,,,5,,,,,,7
PINNACLE CATARACT AND LASER INSTITUTE LLC,52C0001058,1275513806,APPLETON,WI,54914,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.018,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ROCKY MOUNTAIN SURGICAL CENTER,27C0001021,1275515157,BOZEMAN,MT,59715,2024,0.000,,0.058,,0.000,,0.349,,,5,,5,,,,,,5,94.56,,,5,421,No Different Than the National Rate,2.6,1.7,3.8,,,,,,,5,,Number of Cases Too Small,,,,1
PREMIER SURGICAL CENTER INC,13C0001052,1275516718,BOISE,ID,83706,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.859,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
PROGRESSIVE LASER SURGICAL INSTITUTE LTD,39C0001160,1275519373,WYOMISSING,PA,19610,2024,,5,,5,,5,0.228,,,5,,5,,,,,,5,,5,0.685,,,,,,,5,,,,,,5,,,,,,5
COLIMA ENDOSCOPY CENTER INC,05C0001387,1275522849,ROWLAND HEIGHTS,CA,91748,2024,,5,,5,,5,,5,,5,,5,371,No Different Than the National Rate,8.9,6.5,12.1,,,5,,5,,,,,,5,,,,,,5,,,,,,5
TRI STATE SURGERY CENTER LLC,16C0001010,1275530271,DUBUQUE,IA,52002,2024,0.000,,0.000,,0.017,,0.169,,92.19,,,5,585,No Different Than the National Rate,10.4,7.5,14.1,,96.88,,0.415,,79,No Different Than the National Rate,2.4,1.5,3.9,,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
COAST SURGERY CENTER LP,05C0001447,1275532889,TORRANCE,CA,90505,2024,0.000,,0.045,,0.000,,0.045,,,5,,5,,,,,,5,100.00,,,5,261,No Different Than the National Rate,2.4,1.6,3.6,,,,,,,5,,Number of Cases Too Small,,,,1
COAST SURGERY CENTER LP,05C0001764,1275532889,TORRANCE,CA,90505,2024,0.000,,0.045,,0.000,,0.045,,,5,,5,,,,,,5,100.00,,,5,261,No Different Than the National Rate,2.4,1.6,3.6,,,,,,,5,,Number of Cases Too Small,,,,1
BAYLOR SURGICARE AT OAKMONT,45C0001196,1275536328,FORT WORTH,TX,76132,2024,,5,,5,,5,,5,,5,,5,,,,,,5,100.00,,,5,810,No Different Than the National Rate,2.1,1.4,3,,,,,,,5,105,No Different than expected,1.1,0.7,1.9,
MEDICAL CENTER SURGERY ASSOCIATES LP,10C0001148,1275536393,BROOKSVILLE,FL,34613,2024,0.000,,0.000,,0.000,,0.276,,3.17,,,5,199,No Different Than the National Rate,11.2,8.2,15.5,,100.00,,,1,85,No Different Than the National Rate,2.8,1.7,4.4,,187,No Different Than the National Rate,5,3.4,7,,,Number of Cases Too Small,,,,1
NORTH CRESCENT SURGERY CENTER LLC,11C0001248,1275542011,ALPHARETTA,GA,30005,2024,,5,,5,,5,,1,,5,,5,,,,,,5,100.00,,,5,,,,,,5,,,,,,5,,,,,,5
SURGERY CENTER OF COLUMBIA LP,26C0001088,1275545279,COLUMBIA,MO,65201,2024,0.000,,0.000,,0.000,,0.225,,98.81,,,5,121,No Different Than the National Rate,10.1,7.2,14.3,,100.00,,0.292,,42,No Different Than the National Rate,2.4,1.5,3.9,,82,No Different Than the National Rate,5.9,3.8,9,,38,No Different than expected,1,0.5,1.9,
CEDAR OAKS SURGERY CENTER LLC,26C0001103,1275564346,WARRENSBURG,MO,64093,2024,0.000,,0.000,,0.000,,0.173,,,5,,5,,,,,,5,100.00,,0.000,,,,,,,5,,,,,,5,359,No Different than expected,1,0.6,1.6,
CASA GRANDESOUTHWESTERN EYE CENTER,03C0001042,1275569121,CASA GRANDE,AZ,85122,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,,5,0.427,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
VANTAGE SURGERY CENTER LP,05C0001543,1275594012,SALINAS,CA,93901,2024,0.000,,0.000,,0.000,,0.025,,,5,,5,,,,,,5,,5,0.481,,,Number of Cases Too Small,,,,1,,,,,,5,29,No Different than expected,1,0.5,1.8,
REGIONAL SURGICAL CENTRE INC,25C0001022,1275595746,GREENVILLE,MS,38701,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,64,No Different Than the National Rate,2.2,1.4,3.4,,,,,,,5,1309,No Different than expected,0.7,0.5,1,
CAROLINA REGIONAL SURGERY CENTER LTD,42C0001014,1275596264,MYRTLE BEACH,SC,29572,2024,0.000,,0.000,,0.011,,0.022,,41.27,,,5,523,No Different Than the National Rate,9.5,6.9,13.2,,100.00,,0.089,,37,No Different Than the National Rate,2.3,1.4,3.7,,217,No Different Than the National Rate,4.2,2.8,6.3,,204,No Different than expected,1,0.6,1.7,
JOHNSON COUNTY SURGERY CENTER LP,17C0001011,1275596314,OVERLAND PARK,KS,66214,2024,0.000,,0.025,,0.000,,0.049,,,5,,5,,,,,,5,100.00,,,5,576,No Different Than the National Rate,2.4,1.6,3.5,,,Number of Cases Too Small,,,,1,214,No Different than expected,1,0.6,1.7,
SURGERY CENTER OF ROME LP,11C0001015,1275597056,ROME,GA,30165,2024,0.000,,0.036,,0.000,,0.091,,,5,,5,,,,,,5,100.00,,0.045,,112,No Different Than the National Rate,2.3,1.4,3.7,,,,,,,5,64,No Different than expected,1.2,0.7,2.1,
WAUWATOSA SURGERY CENTER LIMITED PARTNERSHIP DBA WAUWATOSA SURGERY CENTER,52C0001007,1275598302,WAUWATOSA,WI,53226,2024,0.000,,0.055,,0.000,,0.111,,,5,,5,,,,,,5,82.27,,,5,128,No Different Than the National Rate,2.8,1.8,4.3,,,Number of Cases Too Small,,,,1,,,,,,5
KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,38C0001085,1275619215,CLACKAMAS,OR,97015,2024,0.000,,0.016,,0.000,,0.237,,74.79,,,5,51,No Different Than the National Rate,9.8,6.9,13.6,,99.72,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1
VISION CARE OF MAINE LLC,20C0001013,1275629081,BANGOR,ME,04401,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,0.00,,1.732,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
ALLIANCE SURGERY CENTER INC,05C0001839,1275638413,FULLERTON,CA,92835,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
SURGICAL CENTER OF BURLINGTON COUNTY,31C0001146,1275639023,WILLINGBORO,NJ,08046,2024,0.000,,0.056,,0.000,,0.112,,,5,,5,,,,,,5,,5,0.393,,,,,,,5,,,,,,5,,,,,,5
PATIENT CARE ASSOCIATES LLC,31C0001212,1275639387,ENGLEWOOD,NJ,07631,2024,0.000,,0.015,,0.000,,0.059,,,5,,5,,,,,,5,100.00,,,5,230,No Different Than the National Rate,2.1,1.3,3.2,,367,No Different Than the National Rate,4.1,2.8,5.9,,161,No Different than expected,1,0.6,1.7,
EGNM LLC DBA LEWES SURGERY CENTER,08C0001025,1275642480,LEWES,DE,19958,2024,0.000,,0.000,,0.000,,0.082,,,5,99.10,,,,,,,5,97.13,,0.053,,863,No Different Than the National Rate,2,1.4,3,,,,,,,5,70,No Different than expected,1,0.5,1.7,
PERMIAN BASIN SURGICAL CARE CENTER,45C0001165,1275647901,MIDLAND,TX,79703,2024,0.000,,0.000,,0.000,,0.118,,,5,,5,,Number of Cases Too Small,,,,1,,5,0.852,,,,,,,5,,,,,,5,,,,,,5
MIDSOUTH GASTROENTEROLOGY GROUP INC,44C0001081,1275649063,MEMPHIS,TN,38104,2024,,5,,5,,5,,5,,5,,5,,Number of Cases Too Small,,,,1,,5,,5,,,,,,5,,,,,,5,,,,,,5
SUMMIT VIEW SURGERY CENTER,06C0001079,1275682627,LITTLETON,CO,80122,2024,,5,,5,,5,0.182,,69.44,,,5,,Number of Cases Too Small,,,,1,100.00,,,5,35,No Different Than the National Rate,2.6,1.6,4.3,,,,,,,5,,Number of Cases Too Small,,,,1
DERMATOLOGY ASSOCIATES OF KY PSC,18C0001037,1275687873,LEXINGTON,KY,40509,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,345,No Different than expected,1,0.6,1.7,
PACIFIC CATARACT AND LASER INSTITUTE INC PC,13C0001015,1275700957,BOISE,ID,83705,2024,0.000,,0.037,,0.000,,0.037,,,5,,5,,,,,,5,,5,0.186,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
SURGERY CENTER OF KEY WEST LLC,10C0001520,1275719981,KEY WEST,FL,33040,2024,0.000,,0.069,,0.000,,0.069,,100.00,,,5,806,No Different Than the National Rate,9.9,7.4,13.4,,99.83,,0.530,,,Number of Cases Too Small,,,,1,188,Worse Than the National Rate,7.9,5.7,10.9,,117,No Different than expected,1.1,0.6,1.8,
GASTROENTEROLOGY CONSULTANTS OF TUSCALOOSA INC,01C0001024,1275725673,TUSCALOOSA,AL,35406,2024,0.000,,0.000,,0.000,,0.000,,82.93,,,5,348,No Different Than the National Rate,9.6,7,13.3,,,5,,5,,,,,,5,,,,,,5,,,,,,5
EYE SURGERY CENTER OF NORTH FLORIDA LLC,10C0001500,1275740839,JACKSONVILLE,FL,32256,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,0.000,,,,,,,5,,,,,,5,,,,,,5
CHRISTIANA SPINE AMBULATORY SURGICAL CENTER LLC,08C0001029,1275774747,NEWARK,DE,19713,2024,,5,0.025,,0.012,,0.025,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
OREGON EAR NOSE AND THROAT SURGERY,38C0001098,1275821746,MEDFORD,OR,97504,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,56,No Different than expected,1,0.5,1.9,
BROOKSTONE AMBULATORY SURGERY CENTER,11C0001369,1275836645,COLUMBUS,GA,31904,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO MED CTR,45C0001139,1275870537,SAN ANTONIO,TX,78229,2024,0.000,,0.024,,0.000,,0.062,,91.02,,,5,5328,No Different Than the National Rate,10.5,8.6,13,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
PANOLA ENDOSCOPY CENTER LLC,11C0001396,1275871147,LITHONIA,GA,30058,2024,0.000,,0.038,,0.000,,0.075,,95.42,,,5,490,No Different Than the National Rate,10.4,7.7,14.2,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
PANOLA ENDOSCOPY CENTER LLC,11C0001405,1275871147,LITHONIA,GA,30058,2024,0.000,,0.038,,0.000,,0.075,,95.42,,,5,490,No Different Than the National Rate,10.4,7.7,14.2,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
THE SURGERY CENTER OF GREATER NASHUA,30C0001035,1275878845,NASHUA,NH,03060,2024,,5,,5,,5,,5,,5,,5,48,No Different Than the National Rate,9.8,6.9,13.9,,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
HOSPITAL CIR SURGERY CENTER INC,05C0002037,1275883514,WESTMINSTER,CA,92683,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,63,No Different Than the National Rate,2.4,1.5,3.7,,,,,,,5,,,,,,5
SURGERY CENTER OF BAY AREA HOUSTON LLC,45C0001453,1275886319,WEBSTER,TX,77598,2024,0.000,,0.010,,0.000,,0.041,,81.25,,,5,2645,No Different Than the National Rate,10.8,8.5,13.8,,,5,,5,,,,,,5,,,,,,5,,,,,,5
NEW YORK SURGERY CENTER QUEENS LLC,33C0001130,1275890881,ASTORIA,NY,11103,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
SALINAS SURGERY CENTER,05C0001262,1275892481,SALINAS,CA,93901,2024,0.000,,0.025,,0.000,,0.199,,,5,,5,,,,,,5,97.50,,1.000,,215,No Different Than the National Rate,2.9,1.9,4.6,,98,No Different Than the National Rate,5.5,3.7,8.1,,90,No Different than expected,1.2,0.7,2.2,
FOURTH CORNER NEUROSURGICAL ASSOCIATES INC PS DBA CASCADE OUTPATIENT SPINE CENTER,50C0001317,1275938102,BELLINGHAM,WA,98225,2024,,5,0.055,,,5,0.055,,,5,,5,,,,,,5,97.66,,,5,50,No Different Than the National Rate,2.2,1.4,3.4,,,,,,,5,139,No Different than expected,1,0.6,1.8,
TEMECULA CA UNITED SURGERY CENTER LP DBA UNITED SURGERY CENTER TEMECULA,05C0002097,1275951196,TEMECULA,CA,92592,2024,0.000,,0.022,,0.000,,0.000,,28.57,,,5,806,No Different Than the National Rate,10.8,7.8,14.5,,100.00,,,5,,Number of Cases Too Small,,,,1,,Number of Cases Too Small,,,,1,27,No Different than expected,0.9,0.5,1.7,
PROGRESSIVE SURGICAL INSTITUTE ABE INC,39C0001320,1285012740,ALLENTOWN,PA,18106,2024,,5,,5,,5,0.119,,,5,,5,,,,,,5,,1,0.242,,,,,,,5,,,,,,5,,,,,,5
PALOS VERDES SKIN SURGERY CTR INC DBA PALOS VERDES DERMATOLOGY SURGERY CENTER INC,05C0002117,1285028803,ROLLING HILLS ESTATES,CA,90274,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,400,No Different than expected,0.7,0.4,1.1,
GEORGIA INTERVENTIONAL PAIN B LLC,11C0001454,1285083477,BRASELTON,GA,30517,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
MARIETTA ADVANCED SURGERY CENTER,11C0001530,1285108845,MARIETTA,GA,30060,2024,0.000,,0.043,,0.000,,0.043,,,5,,5,,,,,,5,100.00,,,5,,,,,,5,472,No Different Than the National Rate,5.5,4,7.3,,,,,,,5
ARIZONA KIDNEY DISEASE AND HYPERTENSION CENTER DBA AKDHC,03C0001405,1285120352,MARANA,AZ,85658,2024,0.000,,0.000,,0.000,,0.226,,,5,,5,,,,,,5,,5,,5,,,,,,5,,,,,,5,,,,,,5
SURGERY CENTER AT KISSING CAMELS LLC,06C0001174,1285121020,COLORADO SPRINGS,CO,80904,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,142,No Different Than the National Rate,2.3,1.5,3.7,,,,,,,5,34,No Different than expected,1.1,0.6,2.1,
EYE 35 ASC LLC,45C0001637,1285171538,SCHERTZ,TX,78154,2024,,5,0.030,,,5,0.030,,,5,,5,,,,,,5,,5,0.128,,,,,,,5,,,,,,5,,,,,,5
SURGCENTER OF PINE RIDGE LLC DBA BONITA SPRINGS SURGERY CENTER,10C0001688,1285202077,BONITA SPRINGS,FL,34135,2024,0.000,,0.000,,0.000,,0.089,,,5,,5,,,,,,5,100.00,,,5,235,No Different Than the National Rate,2.7,1.9,4,,,,,,,5,28,No Different than expected,1,0.5,1.8,
UM SHORE REGIONAL HEALTH SURGERY CENTER AT CAMBRIDGE LLC,21C0001651,1285213009,CAMBRIDGE,MD,21613,2024,0.000,,0.000,,0.000,,0.348,,,1,,5,,Number of Cases Too Small,,,,1,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,63,No Different than expected,1.2,0.7,2,
LAKEWOOD RANCH SURGICAL SUITES LLC,10C0001694,1285215301,SARASOTA,FL,34243,2024,,5,,5,,5,,5,,5,,5,60,No Different Than the National Rate,9.7,7,13.8,,,5,,5,62,No Different Than the National Rate,3,1.9,4.6,,81,No Different Than the National Rate,4.8,3.1,7.4,,80,No Different than expected,1,0.6,1.7,
LEXINGTON HEALTH INC DBA LMC NORTHEAST ASC,42C0001012,1285236083,COLUMBIA,SC,29229,2024,0.000,,0.000,,0.000,,0.195,,100.00,,,5,48,No Different Than the National Rate,10.1,7.1,14.4,,99.11,,,5,196,No Different Than the National Rate,2.6,1.6,3.9,,82,No Different Than the National Rate,5.9,3.9,8.9,,281,No Different than expected,0.9,0.5,1.5,
LEXINGTON HEALTH INC DBA LMC NORTHEAST ASC,42C0001102,1285236083,COLUMBIA,SC,29229,2024,0.000,,0.000,,0.000,,0.195,,100.00,,,5,48,No Different Than the National Rate,10.1,7.1,14.4,,99.11,,,5,196,No Different Than the National Rate,2.6,1.6,3.9,,82,No Different Than the National Rate,5.9,3.9,8.9,,281,No Different than expected,0.9,0.5,1.5,
WEST BOZEMAN SURGERY CENTER LLC DBA BOZEMAN OUTPATIENT SURGERY CENTER,27C0001029,1285251132,BOZEMAN,MT,59718,2024,0.000,,0.000,,0.000,,0.073,,84.79,,,5,1567,No Different Than the National Rate,9.6,7.1,12.8,,100.00,,0.071,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
KINGWOOD  ENDOSCOPY,45C0001697,1285282343,KINGWOOD,TX,77339,2024,0.000,,0.000,,0.000,,0.050,,87.20,,,5,737,No Different Than the National Rate,8.8,6.4,12,,,5,,5,,,,,,5,,,,,,5,,,,,,5
JONESBORO AMBULATORY SURGERY CENTER,04C0001102,1285283432,JONESBORO,AR,72401,2024,0.000,,0.203,,0.000,,0.034,,,5,,5,,,,,,5,100.00,,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
ARIZONA SURGICAL SPECIALISTS CENTER LLC DBA ARIZONA SURGICAL SPECIALISTS CENTER LLC SCOTTSDALE,03C0001479,1285333914,SCOTTSDALE,AZ,85255,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
CORRIDOR SURGERY CENTER,16C0001037,1285340430,CORALVILLE,IA,52241,2024,0.000,,,5,,5,,5,,5,,5,,,,,,5,0.00,,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
PHYSICIANS AMBULATORY SURGERY CENTER LLC,26C0001178,1285358481,SAINT PETERS,MO,63376,2024,,5,,5,0.136,,0.136,,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
THE NEBRASKA AMBULATORY SURGICAL CENTER LLC,28C0001067,1285381004,LINCOLN,NE,68512,2024,0.000,,0.093,,0.000,,0.093,,,5,,5,,,,,,5,96.26,,,5,60,No Different Than the National Rate,2.8,1.8,4.1,,,,,,,5,,Number of Cases Too Small,,,,1
NEAMAN SURGERY CENTER LLC,38C0001123,1285399410,SALEM,OR,97302,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,44,No Different Than the National Rate,2.3,1.4,3.7,,,,,,,5,27,No Different than expected,1,0.5,1.8,
MEMPHIS EYE AND CATARACT AMBULATORY SURGERY CENTER,44C0001009,1285603100,MEMPHIS,TN,38119,2024,,5,,5,,5,0.038,,,5,,5,,,,,,5,,5,0.115,,,,,,,5,,,,,,5,,,,,,5
ROCKY MOUNTAIN LASER AND SURGERY CENTER,06C0001050,1285608075,PUEBLO,CO,81008,2024,0.000,,0.000,,0.074,,0.037,,,5,,5,,,,,,5,,5,0.266,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
WOODCREST SURGERY CENTER,26C0001006,1285630160,ST LOUIS,MO,63141,2024,,5,0.076,,,5,,5,,5,,5,,Number of Cases Too Small,,,,1,,5,0.167,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
FOUR CORNERS AMBULATORY SURGICAL CENTER LLC,21C0001093,1285633818,SILVER SPRING,MD,20901,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,Number of Cases Too Small,,,,1
OHIO ORTHOPEDIC SURGERY INSTITUTE LLC,36C0001175,1285639062,COLUMBUS,OH,43220,2024,0.000,,0.011,,0.000,,0.022,,,5,,5,,,,,,5,91.21,,,5,1461,No Different Than the National Rate,2.4,1.8,3.1,,,,,,,5,33,No Different than expected,1.1,0.6,2.2,
PHYSICIANS OUTPATIENT SURGERY CENTER LLC,36C0001133,1285664300,BELPRE,OH,45714,2024,0.000,,0.044,,0.000,,0.066,,,5,,5,,,,,,5,,5,0.248,,,,,,,5,,,,,,5,,,,,,5
NEWPORT BEACH CENTER FOR SURGERY LLC,05C0001631,1285664466,NEWPORT BEACH,CA,92660,2024,0.000,,0.000,,0.000,,0.145,,1.05,,,5,275,No Different Than the National Rate,10.2,7.3,14.1,,,5,,5,,,,,,5,,,,,,5,,,,,,5
BERKSHIRE COSMETIC AND RECONSTRUCTIVE SURGERY CENTER INC,22C0001035,1285673186,PITTSFIELD,MA,01201,2024,0.000,,0.000,,0.000,,0.000,,,5,,5,,,,,,5,100.00,,,5,62,No Different Than the National Rate,2.6,1.6,4.2,,,,,,,5,781,No Different than expected,0.9,0.6,1.3,
FULLERTON SURGERY CENTER INC,14C0001123,1285675678,CHICAGO,IL,60639,2024,,5,,5,,5,,5,,1,,5,,Number of Cases Too Small,,,,1,,5,,5,,,,,,5,,,,,,5,,,,,,5
FULLERTON SURGERY CENTER,14C0001174,1285675678,CHICAGO,IL,60639,2024,,5,,5,,5,,5,,1,,5,,Number of Cases Too Small,,,,1,,5,,5,,,,,,5,,,,,,5,,,,,,5
SHORELINE ASC INC,23C0001068,1285687145,MUSKEGON,MI,49444,2024,,5,0.032,,0.032,,0.032,,,5,,5,,,,,,5,,5,0.049,,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
OUTPATIENT CARECENTER,01C0001008,1285690073,BIRMINGHAM,AL,35007,2024,0.000,,0.019,,0.009,,0.131,,,5,,5,,,,,,5,85.95,,0.501,,277,No Different Than the National Rate,2.4,1.6,3.6,,,Number of Cases Too Small,,,,1,62,No Different than expected,1,0.5,1.9,
THE ENDOSCOPY CENTER NORTH,44C0001146,1285692004,KNOXVILLE,TN,37849,2024,0.000,,0.000,,0.000,,0.105,,88.76,,,5,1764,No Different Than the National Rate,8.5,6.4,11.2,,,5,,5,,,,,,5,,,,,,5,,Number of Cases Too Small,,,,1
MITCHELL A BARBER DPM ASC LLC,21C0001231,1285718981,LAUREL,MD,20707,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
PODIATRY GROUP OF ANNAPOLIS AMBULATORY SURGICAL CENTER,21C0001134,1285736207,ANNAPOLIS,MD,21401,2024,,5,,5,,5,,5,,5,,5,,,,,,5,,5,,5,,Number of Cases Too Small,,,,1,,,,,,5,,,,,,5
ORTHOPEDICS SURGICAL CENTER OF THE NORTH SHORE LLC,22C0001047,1285746263,PEABODY,MA,01960,2024,,5,0.014,,,5,0.069,,100.00,,,5,380,No Different Than the National Rate,10.4,7.5,14.4,,99.00,,,5,704,No Different Than the National Rate,2.7,1.9,3.8,,,,,,,5,36,No Different than expected,1,0.6,1.9,
ARIZONA SURGICAL SPECIALISTS CENTER LLC,03C0001280,1285767822,TEMPE,AZ,85283,2024,0.000,,0.000,,0.000,,0.025,,,5,,5,,,,,,5,,5,,5,86,No Different Than the National Rate,2.1,1.3,3.2,,,,,,,5,,Number of Cases Too Small,,,,1
